msa,name,name_norm,tier,city,state,zip,source_form_d,source_sbir,source_nih,form_d_filings,sbir_awards,sbir_total_usd,nih_grants,nih_total_usd,year_incorp,entity_type,industry,cik,uei,duns,website,employees,sbir_first_year,sbir_last_year
atlanta,"Celtaxsys, Inc.",celtaxsys,confirmed_funded,ATLANTA,GA,30363,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Biotechnology,0001334381,,,,,,
atlanta,"Clearside Biomedical, Inc.",clearside biomedical,confirmed_funded,Alpharetta,GA,30005,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Pharmaceuticals,0001539029,,,,,,
atlanta,"Clinigence Holdings, Inc.",clinigence,confirmed_funded,ATLANTA,GA,30309,True,False,False,5.0,0.0,0.0,0.0,0.0,2018,Corporation,Other Health Care,0001755447,,,,,,
atlanta,"Cocrystal Pharma, Inc.",cocrystal pharma,confirmed_funded,TUCKER,GA,30084,True,False,False,3.0,0.0,0.0,0.0,0.0,,Corporation,Pharmaceuticals,0001412486,,,,,,
atlanta,"ControlRad, Inc.",controlrad,confirmed_funded,PEACHTREE CORNERS,GA,30092,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001558121,,,,,,
atlanta,"Covanos, Inc.",covanos,confirmed_funded,ALPHARETTA,GA,30005,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001972478,,,,,,
atlanta,"Delaney SL Fund, LLC",delaney sl fund,confirmed_funded,DULUTH,GA,30096,True,False,False,1.0,0.0,0.0,0.0,0.0,2024,Limited Liability Company,Other Health Care,0002089798,,,,,,
atlanta,"Docsnap, Inc.",docsnap,confirmed_funded,Atlanta,GA,30339,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001923356,,,,,,
atlanta,"EVOQ Medical, Inc.",evoq medical,confirmed_funded,ATLANTA,GA,30339,True,False,False,1.0,0.0,0.0,0.0,0.0,2014,Corporation,Other Health Care,0001665323,,,,,,
atlanta,"EarliTec Diagnostics, Inc.",earlitec diagnostics,confirmed_funded,DECATUR,GA,30030,True,False,False,2.0,0.0,0.0,0.0,0.0,2019,Corporation,Other Health Care,0001911356,,,,,,
atlanta,"EmTheraPro, Inc.",emtherapro,confirmed_funded,DECATUR,GA,30030,True,False,False,1.0,0.0,0.0,0.0,0.0,2021,Corporation,Other Health Care,0001992821,,,,,,
atlanta,"Endosafe Endoscopy Products, LLC",endosafe endoscopy products,confirmed_funded,KENNESAW,GA,30144,True,False,False,1.0,0.0,0.0,0.0,0.0,2011,Limited Liability Company,Other Health Care,0001620086,,,,,,
atlanta,"Excel Health, LLC",excel health,confirmed_funded,ATLANTA,GA,30309,True,False,False,2.0,0.0,0.0,0.0,0.0,2015,Limited Liability Company,Other Health Care,0001693389,,,,,,
atlanta,FEMASYS INC,femasys,confirmed_funded,SUWANEE,GA,30024,True,False,False,7.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001339005,,,,,,
atlanta,"Falcon Hospice, L.P.",falcon hospice l p,confirmed_funded,ATLANTA,GA,30339,True,False,False,4.0,0.0,0.0,0.0,0.0,2022,Limited Partnership,Other Health Care,0001946789,,,,,,
