msa,name,name_norm,tier,city,state,zip,source_form_d,source_sbir,source_nih,form_d_filings,sbir_awards,sbir_total_usd,nih_grants,nih_total_usd,year_incorp,entity_type,industry,cik,uei,duns,website,employees,sbir_first_year,sbir_last_year
dallas,"4 Mankind, Inc.",4 mankind,confirmed_funded,COLLEYVILLE,TX,76034,True,False,False,2.0,0.0,0.0,0.0,0.0,2021,Corporation,Other Health Care,0002065199,,,,,,
dallas,"4WEB, Inc.",4web,confirmed_funded,FRISCO,TX,75033,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001704554,,,,,,
dallas,"ABA DSO, LLC",aba dso,confirmed_funded,DALLAS,TX,75231,True,False,False,1.0,0.0,0.0,0.0,0.0,2019,Limited Liability Company,Other Health Care,0001786224,,,,,,
dallas,"ACTUATE THERAPEUTICS, INC.",actuate therapeutics,confirmed_funded,FORT WORTH,TX,76107,True,False,False,13.0,0.0,0.0,0.0,0.0,2015,Corporation,Pharmaceuticals,0001652935,,,,,,
dallas,"ADG Brain Health II, LP",adg brain health ii lp,confirmed_funded,ALEDO,TX,76008,True,False,False,1.0,0.0,0.0,0.0,0.0,2019,Limited Partnership,Other Health Care,0001764310,,,,,,
dallas,"APRO Services, LLC",apro services,confirmed_funded,ARLINGTON,TX,76010,True,False,False,1.0,0.0,0.0,0.0,0.0,2017,Limited Liability Company,Other Health Care,0001726665,,,,,,
dallas,"Abexxa Biologics, Inc.",abexxa biologics,confirmed_funded,ARLINGTON,TX,76019,True,False,False,1.0,0.0,0.0,0.0,0.0,2015,Corporation,Biotechnology,0001684213,,,,,,
dallas,"Abounding Hospice Care, Inc.",abounding hospice care,confirmed_funded,GARLAND,TX,75043,True,False,False,1.0,0.0,0.0,0.0,0.0,2017,Corporation,Other Health Care,0001786553,,,,,,
dallas,"Absolute Pharmacy, LLC",absolute pharmacy,confirmed_funded,DALLAS,TX,75240,True,False,False,1.0,0.0,0.0,0.0,0.0,2014,Limited Liability Company,Other Health Care,0001618748,,,,,,
dallas,"Accurate Toxicology, LLC",accurate toxicology,confirmed_funded,DALLAS,TX,75240,True,False,False,1.0,0.0,0.0,0.0,0.0,2015,Limited Liability Company,Other Health Care,0001641323,,,,,,
dallas,"Acuity EyeCare Parent Holdings, LLC",acuity eyecare parent,confirmed_funded,DALLAS,TX,75219,True,False,False,1.0,0.0,0.0,0.0,0.0,2017,Limited Liability Company,Other Health Care,0001702434,,,,,,
dallas,"Acuity EyeCare Rollover II, LLC",acuity eyecare rollover ii,confirmed_funded,DALLAS,TX,75219,True,False,False,4.0,0.0,0.0,0.0,0.0,2018,Limited Liability Company,Other Health Care,0001763838,,,,,,
dallas,"Acuity EyeCare Rollover, LLC",acuity eyecare rollover,confirmed_funded,DALLAS,TX,75219,True,False,False,1.0,0.0,0.0,0.0,0.0,2017,Limited Liability Company,Other Health Care,0001702759,,,,,,
dallas,"Alacura Holdings, Inc.",alacura,confirmed_funded,Dallas,TX,75243,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001756387,,,,,,
dallas,Aliform Inc.,aliform,confirmed_funded,DALLAS,TX,75201,True,False,False,2.0,0.0,0.0,0.0,0.0,2021,Corporation,Other Health Care,0001902467,,,,,,
dallas,Aligned Assignment Inc,aligned assignment,confirmed_funded,FRISCO,TX,75034,True,False,False,2.0,0.0,0.0,0.0,0.0,2019,Corporation,Other Health Care,0001978260,,,,,,
dallas,"Allied BioScience, Inc.",allied bioscience,confirmed_funded,DALLAS,TX,75201,True,False,False,5.0,0.0,0.0,0.0,0.0,,Corporation,Biotechnology,0001677342,,,,,,
dallas,Alpha Cognition Inc.,alpha cognition,confirmed_funded,FRISCO,TX,75036,True,False,False,3.0,0.0,0.0,0.0,0.0,,Corporation,Biotechnology,0001655923,,,,,,
dallas,"Alumicell, LLC",alumicell,confirmed_funded,ADDISON,TX,75001,True,False,False,1.0,0.0,0.0,0.0,0.0,2015,Limited Liability Company,Other Health Care,0001662050,,,,,,
dallas,"Ancillary Advantage, Inc.",ancillary advantage,confirmed_funded,PLANO,TX,75075,True,False,False,1.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001765584,,,,,,
dallas,"Apothecary Health Solutions, LLC",apothecary health solutions,confirmed_funded,DENTON,TX,76201,True,False,False,1.0,0.0,0.0,0.0,0.0,2012,Limited Liability Company,Pharmaceuticals,0001679714,,,,,,
dallas,"Appling Enterprises, LLC",appling enterprises,confirmed_funded,DENTON,TX,76201,True,False,False,1.0,0.0,0.0,0.0,0.0,,Limited Liability Company,Pharmaceuticals,0001729692,,,,,,
dallas,"Arlington Surgery Center, LLC",arlington surgery center,confirmed_funded,ARLINGTON,TX,76012,True,False,False,7.0,0.0,0.0,0.0,0.0,2016,Limited Liability Company,Other Health Care,0001729900,,,,,,
dallas,Armstrong MSO LLC,armstrong mso,confirmed_funded,PLANO,TX,75093,True,False,False,1.0,0.0,0.0,0.0,0.0,2016,Limited Liability Company,Pharmaceuticals,0001684931,,,,,,
dallas,"Arthron Investments, LLC",arthron investments,confirmed_funded,GRAPEVINE,TX,76051,True,False,False,1.0,0.0,0.0,0.0,0.0,2022,Limited Liability Company,Other Health Care,0001960149,,,,,,
dallas,"Averify, LLC",averify,confirmed_funded,DALLAS,TX,75219,True,False,False,5.0,0.0,0.0,0.0,0.0,2014,Limited Liability Company,Other Health Care,0001645725,,,,,,
dallas,"Aviator Holdings, LLC",aviator,confirmed_funded,MCKINNEY,TX,75070,True,False,False,1.0,0.0,0.0,0.0,0.0,2016,Limited Liability Company,Other Health Care,0001688025,,,,,,
dallas,"Axenic Health Solutions, Inc.",axenic health solutions,confirmed_funded,Plano,TX,75024,True,False,False,1.0,0.0,0.0,0.0,0.0,2017,Corporation,Biotechnology,0001749418,,,,,,
dallas,"BRIUS Technologies, Inc.",brius technologies,confirmed_funded,ADDISON,TX,75001,True,False,False,2.0,0.0,0.0,0.0,0.0,,Corporation,Other Health Care,0001974825,,,,,,
